1,富恒这个大猪蹄子居然答应了,0.307623,0.692377,0.316393,0
1,哼就是要气气你这个大猪蹄子让你脑阔疼,0.120251,0.879749,0.732776,0
1,女人都是大蹄髈说什么大猪蹄子只是女人在大腿根而已,0.267205,0.732795,0.40621,0
1,爱是一道光，绿道你发慌,0.759073,0.240927,0.464606,2
1,你成功的时候结果重要，你失败的时候过程重要，总要有,0.132354,0.867646,0.705881,0
2,标题要炸了,0.384373,0.615627,0.145838,0
1,朕明明说的是好为什么配音是嗯,0.244927,0.755073,0.455718,0
2,尔睛我劝你要善良,0.284763,0.715237,0.367193,0
2,傅恒还是娶了，她了,0.332881,0.667119,0.260264,0
2,33集是干嘛用的？？？,0.518548,0.481452,0.629031,1
3,大猪蹄子你变了你居然答应娶别人,0.361639,0.638361,0.196359,0
2,哇这个标题,0.586666,0.413334,0.081479,2
3,这个标题，傅璎女孩要抗议！！！,0.468894,0.531106,0.377882,1
3,标题看了想打人啊,0.410786,0.589213,0.0871411,0
3,富恒你个大猪蹄子,0.461286,0.538715,0.225711,1
3,乾隆，还有五十年,0.619205,0.380794,0.15379,2
3,这个标题这的是。。。,0.469749,0.530251,0.394983,1
4,看到这个标题我吓得一个喷嚏没打出来,0.262718,0.737282,0.416181,0
4,傅恒我宣你,0.441714,0.558286,0.0184135,0
4,咋不能正常看啦？？,0.135894,0.864106,0.698012,0
4,标题干嘛的,0.409558,0.590442,0.0898722,0
4,想免，你认为就能免吗,0.317677,0.682323,0.29405,0
4,看这标题就难受。,0.246253,0.753747,0.452772,0
5,啥时候能起来,0.517393,0.482607,0.652138,1
5,看到标题要气死了,0.180516,0.819484,0.598854,0
5,看标题气死我,0.284801,0.715199,0.367109,0
6,请问今天更新四集吗,0.330698,0.669302,0.265115,0
5,标题搞事情??!,0.175109,0.824891,0.610869,0
5,看到标题，傅璎女孩表示抗议，,0.433217,0.566783,0.0372946,0
5,好爱这个片头,0.822259,0.177741,0.60502,2
6,这标题真让人不喜,0.291381,0.708619,0.352487,0
6,这个片头真的心水啊,0.513196,0.486804,0.736085,1
7,看这个标题就虐,0.427448,0.572552,0.0501149,0
8,皇后娘娘要醒了,0.523151,0.476849,0.536973,1
7,播放量怎么成0了,0.232669,0.767331,0.482957,0
7,可以领盒饭了,0.618076,0.381924,0.15128,2
7,唉，心疼自己,0.258432,0.741568,0.425706,0
8,不够看揪心,0.165204,0.834796,0.63288,0
8,令贵妃啥时候才会上线啊,0.594686,0.405314,0.0993025,2
9,尔晴要睡着都笑醒了,0.74868,0.25132,0.441512,2
9,DXP你个大猪蹄子,0.457876,0.542124,0.157522,1
9,标题扎心了,0.496113,0.503887,0.922251,1
9,标题扎心了。。。。。,0.496113,0.503887,0.922251,1
10,好虐的一集,0.758398,0.241602,0.463107,2
10,我劝自己善良.,0.247202,0.752798,0.450663,0
10,今天怎么不更啊,0.183987,0.816013,0.59114,0
10,这个标题…出现得好突然,0.527032,0.472968,0.459365,1
11,标题，傅璎大旗永不倒,0.334664,0.665336,0.256302,0
11,标题这是闹哪样,0.366098,0.633902,0.18645,0
11,我不是！！我没有！！！,0.239471,0.760529,0.467841,0
11,我没答应没答应,0.146674,0.853326,0.674057,0
11,刚才怎么回事，播放不了,0.0773453,0.922655,0.828122,0
12,什么时候更啊,0.571275,0.428725,0.0472787,2
11,这什么破标题,0.162553,0.837447,0.63877,0
13,媳妇儿对不起啦,0.380373,0.619627,0.154727,0
13,请问哪里看标题,0.34379,0.65621,0.236022,0
13,这个标题不喜欢,0.236478,0.763522,0.474494,0
9,标题很伤心,0.48521,0.51479,0.704202,1
13,这个标题呵呵呵,0.548527,0.451473,0.029465,1
13,感觉很扎心的一集,0.743544,0.256456,0.430099,2
13,海燕姐你啊！,0.50868,0.49132,0.826402,1
14,33看不了,0.148984,0.851016,0.668925,0
14,两天没更了吧？？？,0.278259,0.721741,0.381647,0
14,高贵妃吧在的第一天，想她想她,0.535205,0.464795,0.295893,1
15,片头太像鬼片了,0.225339,0.774661,0.499246,0
15,快给我撤回这个标题,0.641033,0.358967,0.202295,2
15,我对这标题非常不满意,0.265668,0.734332,0.409628,0
15,现在基本每天都要更新了，,0.646916,0.353084,0.215368,2
15,标题就让我生气,0.19883,0.80117,0.558156,0
15,这是什么标题？,0.348994,0.651006,0.224457,0
16,标题好气人,0.496257,0.503743,0.92514,1
16,这标题让人脑壳疼,0.449465,0.550535,0.00118865,0
16,这个标题可以的,0.714916,0.285084,0.366479,2
16,我不答应！,0.166883,0.833117,0.629148,0
17,这标题太心虐了,0.231842,0.768158,0.484796,0
16,什么破标题啊！,0.1728,0.8272,0.616,0
17,标题搞事情咯,0.347691,0.652309,0.227354,0
17,大猪蹄子你忘了你说的话了嘛,0.503296,0.496704,0.93408,1
17,标题想打人,0.413928,0.586072,0.08016,0
17,标题怎么看到的啊,0.420947,0.579054,0.0645634,0
18,我不是大猪蹄子,0.198437,0.801563,0.559028,0
18,男人都是大猪蹄子,0.598097,0.401903,0.106882,2
19,为什么答应啊,0.357746,0.642254,0.205008,0
19,突然播放不了,0.119576,0.880424,0.734276,0
20,这标题起的合朕心意,0.690628,0.309372,0.312508,2
20,标题我劝你善良,0.24137,0.75863,0.463622,0
20,为什么是这个标题伤心,0.211005,0.788995,0.5311,0
21,我不看了气死我了,0.187061,0.812939,0.584308,0
21,这个标题真的好气啊🙃,0.453928,0.546072,0.0785672,1
21,谁写的标题！站出来！,0.347083,0.652917,0.228704,0
21,我拒绝这个标题,0.45556,0.54444,0.111207,1
21,标题真不爽,0.119827,0.880173,0.733717,0
22,标题戳心了,0.492307,0.507693,0.846137,1
21,没33集吗,0.315413,0.684587,0.299083,0
22,大猪蹄子又鸟,0.630843,0.369157,0.179652,2
22,不喜欢这个标题,0.233988,0.766011,0.480026,0
22,这个标题让我生气👿👿,0.23552,0.76448,0.476621,0
23,魏璎珞:哦呵呵这个标题我就不喜欢了,0.44942,0.55058,0.00128931,0
24,为什么要答应尔晴啊,0.362929,0.637071,0.193492,0
23,这啥破标题啊！,0.22062,0.77938,0.509733,0
23,我为什么要答应娶那个坏女人？,0.275743,0.724257,0.387238,0
24,标题打马赛克,0.474472,0.525528,0.489443,1
24,这个标题我生气了,0.147824,0.852176,0.671502,0
24,标题让人很生气😒,0.371485,0.628515,0.174478,0
25,片头片尾都好听,0.581348,0.418652,0.0696625,2
26,这标题扎心了,0.435135,0.564866,0.0330345,0
26,BGM真滴好听,0.530126,0.469874,0.397475,1
26,标题惹不起啊,0.493076,0.506924,0.861524,1
26,33集在哪里？,0.588786,0.411214,0.0861907,2
27,反对这门亲事,0.420808,0.579192,0.0648708,0
27,这个标题很难受,0.446769,0.553231,0.00717971,0
27,这个标题，吓到我了,0.466689,0.533311,0.333783,1
26,你们说的标题在哪,0.336801,0.663199,0.251553,0
28,这是什么糟糕的标题,0.076956,0.923044,0.828987,0
28,好辣眼睛的标题,0.730617,0.269383,0.401372,2
27,富恒你个大猪蹄子，看到标题我就生气😠,0.253602,0.746398,0.436439,0
30,标题搞事情,0.368161,0.631839,0.181864,0

29,这个标题绝了看到标题不想看内容了好气,0.526295,0.473705,0.474108,1
30,咋感觉场景换了呢,0.300527,0.699473,0.332162,0
30,快给我改剧情,0.644593,0.355407,0.210206,2
30,标题扎心了,0.496113,0.503887,0.922251,1
31,就喜欢这种随便已暂停就是屏保的赶脚,0.601788,0.398212,0.115084,2
30,为什么突然答应了啊,0.241057,0.758943,0.464318,0
30,怎么突然不动了反复好几次了,0.202192,0.797808,0.550684,0
31,标题是啥我咋没看到,0.261216,0.738784,0.419519,0
31,他们的装扮朴素逼真太赞了,0.890653,0.109347,0.757007,2
31,標題太悲情,0.280104,0.719896,0.377546,0
31,标题不满意,0.429884,0.570116,0.0447023,0
31,娶，嫁，自己不喜欢的人，这辈子~唉！,0.149732,0.850268,0.667261,0
32,这标题再听主题曲好伤感啊,0.633487,0.366513,0.185527,2
32,皇后的衣服用的刺绣手法都快失传了……,0.739134,0.260866,0.420297,2
33,哇塞，看了34集了第一次听片头,0.75297,0.24703,0.451045,2
33,本宫不同意这门亲事,0.381068,0.618932,0.153181,0
33,这标题深得我心,0.570621,0.429379,0.0458244,2
32,有更新开心,0.725084,0.274916,0.389075,2
32,不想看到标题,0.24477,0.75523,0.456067,0
33,我不想娶坏女人,0.404012,0.595988,0.102195,0
34,傅恒说好做彼此的天使你却娶了别人,0.26006,0.73994,0.422088,0
35,这个标题，，，，哼,0.412725,0.587275,0.082833,0
36,反对这门亲事,0.420808,0.579192,0.0648708,0
36,真心拒绝标题,0.26158,0.73842,0.418712,0
36,这个标题朕喜欢,0.79426,0.20574,0.5428,2
36,本宫也不同意👎,0.612094,0.387906,0.137987,2
34,片头曲真心好听,0.491502,0.508498,0.830037,1
38,片头音乐不错,0.914388,0.085612,0.809751,2
38,第一次看片头，美美美,0.814886,0.185114,0.588636,2
37,头一次听到片头曲啊,0.539543,0.460457,0.209143,1
38,烦啊，一来就卡，要人活不,0.146283,0.853717,0.674928,0
36,本剧最大遗憾,0.61046,0.38954,0.134356,2
39,我怕我会哭死,0.494488,0.505512,0.88975,1
39,亲们都回去扎小人啊,0.670411,0.329589,0.26758,2
40,杜比音效是什么,0.457757,0.542243,0.155148,1
40,这个标题看得我心里不舒服,0.229366,0.770634,0.490297,0
39,标题你给我等着,0.452101,0.547899,0.0420165,1
39,突然发现片头曲好好听呢,0.626192,0.373808,0.169315,2
39,标题看了想打人😕😕😕,0.39171,0.60829,0.129533,0
40,不喜欢标题,0.24512,0.75488,0.455289,0
39,这个片头制作的良心呀,0.629222,0.370778,0.176048,2
42,我反对这门亲事,0.401581,0.598419,0.107598,0
43,傅璎女孩给我哭,0.54334,0.45666,0.133194,1
43,标题是啥啊我咋看不了,0.0946102,0.90539,0.789755,0
44,高举不得体cp大旗,0.415978,0.584022,0.0756037,0
42,看到这么多傅璎女孩怼标题我就放心了,0.771639,0.228361,0.492531,2
